Cell name,ref,rank,Cell marker,scores,logfoldchanges,pvals,pvals_adj
lung secretory cell,rest,33,ENSG00000240972,6.171103,2.6319132,6.78E-10,2.07E-07
lung secretory cell,rest,34,ENSG00000135373,6.1570697,3.9393287,7.41E-10,2.22E-07
lung secretory cell,rest,37,ENSG00000189377,5.9541354,3.411473,2.61E-09,7.38E-07
lung secretory cell,rest,38,ENSG00000111057,5.948408,3.3525836,2.71E-09,7.54E-07
lung secretory cell,rest,39,ENSG00000086548,5.9449983,4.3895125,2.76E-09,7.59E-07
lung secretory cell,rest,41,ENSG00000265681,5.8339133,1.3522038,5.41E-09,1.41E-06
lung secretory cell,rest,42,ENSG00000084207,5.8268747,2.5480046,5.65E-09,1.45E-06
lung secretory cell,rest,44,ENSG00000198034,5.708489,1.3116314,1.14E-08,2.77E-06
lung secretory cell,rest,45,ENSG00000138326,5.6799855,1.3821285,1.35E-08,3.23E-06
lung secretory cell,rest,46,ENSG00000162896,5.664772,3.3139262,1.47E-08,3.49E-06
lung secretory cell,rest,47,ENSG00000149273,5.6501703,1.5012865,1.60E-08,3.75E-06
lung secretory cell,rest,48,ENSG00000106541,5.485925,3.3559527,4.11E-08,8.98E-06
lung secretory cell,rest,49,ENSG00000128422,5.4655094,5.2077017,4.62E-08,9.96E-06
lung secretory cell,rest,50,ENSG00000196352,5.426995,2.6472337,5.73E-08,1.21E-05
lung secretory cell,rest,52,ENSG00000171346,5.403956,5.8543577,6.52E-08,1.35E-05
lung secretory cell,rest,53,ENSG00000125999,5.395081,5.0849204,6.85E-08,1.38E-05
lung secretory cell,rest,54,ENSG00000110195,5.3930264,3.3183584,6.93E-08,1.39E-05
lung secretory cell,rest,55,ENSG00000103534,5.2883677,3.3182452,1.23E-07,2.39E-05
lung secretory cell,rest,56,ENSG00000112378,5.2724547,3.409079,1.35E-07,2.56E-05
lung secretory cell,rest,57,ENSG00000248527,5.1863756,1.9578942,2.14E-07,4.04E-05
lung secretory cell,rest,59,ENSG00000125868,5.1669216,2.609761,2.38E-07,4.31E-05
lung secretory cell,rest,60,ENSG00000165092,5.1394672,2.87039,2.76E-07,4.91E-05
lung secretory cell,rest,61,ENSG00000170017,5.1389866,2.7444656,2.76E-07,4.91E-05
lung secretory cell,rest,62,ENSG00000198727,5.12233,1.2216749,3.02E-07,5.27E-05
lung secretory cell,rest,63,ENSG00000280858,5.111314,1.5962622,3.20E-07,5.54E-05
lung secretory cell,rest,64,ENSG00000170421,5.093914,2.9883893,3.51E-07,5.96E-05
lung secretory cell,rest,65,ENSG00000029993,5.0436397,3.90805,4.57E-07,7.63E-05
lung secretory cell,rest,66,ENSG00000119888,4.9704137,3.239238,6.68E-07,0.000109672
lung secretory cell,rest,67,ENSG00000197756,4.9614515,1.1021928,7.00E-07,0.000112925
lung secretory cell,rest,68,ENSG00000054654,4.9529266,2.9179366,7.31E-07,0.000117005
lung secretory cell,rest,69,ENSG00000198242,4.860596,1.2155749,1.17E-06,0.00018424
lung secretory cell,rest,70,ENSG00000163435,4.848137,2.882632,1.25E-06,0.0001946
lung secretory cell,rest,71,ENSG00000178980,4.821557,2.4934268,1.42E-06,0.000219869
lung secretory cell,rest,72,ENSG00000189143,4.8206387,3.009329,1.43E-06,0.000219869
lung secretory cell,rest,73,ENSG00000188846,4.781031,1.0255622,1.74E-06,0.000260726
lung secretory cell,rest,74,ENSG00000136153,4.743041,2.7803564,2.11E-06,0.000306327
lung secretory cell,rest,75,ENSG00000276701,4.740199,2.1554794,2.14E-06,0.000308319
lung secretory cell,rest,76,ENSG00000254772,4.7165484,1.8672999,2.40E-06,0.000343815
lung secretory cell,rest,77,ENSG00000189058,4.5704894,4.928238,4.87E-06,0.000658125
lung secretory cell,rest,78,ENSG00000187134,4.5683475,3.7518942,4.92E-06,0.000660236
lung secretory cell,rest,79,ENSG00000255508,4.52039,1.789107,6.17E-06,0.000817591
lung secretory cell,rest,80,ENSG00000107223,4.5064006,2.2846124,6.59E-06,0.000867383
lung secretory cell,rest,81,ENSG00000132386,4.4571314,3.6149273,8.31E-06,0.001049554
lung secretory cell,rest,82,ENSG00000122406,4.44065,1.1873147,8.97E-06,0.001118533
lung secretory cell,rest,83,ENSG00000110092,4.418398,3.065937,9.94E-06,0.001231649
lung secretory cell,rest,84,ENSG00000182718,4.4170866,2.1246283,1.00E-05,0.001231649
lung secretory cell,rest,85,ENSG00000174748,4.405545,1.1126666,1.06E-05,0.001290817
lung secretory cell,rest,86,ENSG00000212907,4.3885393,1.9813765,1.14E-05,0.001369803
lung secretory cell,rest,87,ENSG00000048540,4.3870525,2.9794848,1.15E-05,0.001370628
lung secretory cell,rest,88,ENSG00000169567,4.357194,2.1534722,1.32E-05,0.00154281
lung secretory cell,rest,89,ENSG00000063177,4.349937,1.4735197,1.36E-05,0.001585097
lung secretory cell,rest,90,ENSG00000166681,4.332581,2.637327,1.47E-05,0.001679464
lung secretory cell,rest,91,ENSG00000140988,4.226174,1.4122683,2.38E-05,0.002593883
lung secretory cell,rest,92,ENSG00000124766,4.215507,2.754968,2.49E-05,0.002704224
lung secretory cell,rest,94,ENSG00000167757,4.192206,4.115137,2.76E-05,0.002931359
lung secretory cell,rest,96,ENSG00000164265,4.183987,2.5641346,2.86E-05,0.002962286
lung secretory cell,rest,98,ENSG00000186468,4.169997,1.1933569,3.05E-05,0.003111812
lung secretory cell,rest,99,ENSG00000196878,4.1446853,3.2832744,3.40E-05,0.003450874
lymphocyte,rest,0,ENSG00000127920,13.415806,12.830772,4.89E-41,9.38E-37
lymphocyte,rest,1,ENSG00000168497,13.317694,10.84071,1.83E-40,1.75E-36
lymphocyte,rest,2,ENSG00000137077,13.265199,15.047342,3.68E-40,2.36E-36
lymphocyte,rest,3,ENSG00000160180,13.179456,13.117121,1.15E-39,5.53E-36
lymphocyte,rest,4,ENSG00000138722,11.356895,13.037084,6.85E-30,2.63E-26
lymphocyte,rest,5,ENSG00000003436,10.268789,8.057335,9.74E-25,3.12E-21
lymphocyte,rest,6,ENSG00000100234,10.0020275,8.555034,1.49E-23,4.10E-20
lymphocyte,rest,7,ENSG00000142089,9.739429,5.3714128,2.05E-22,4.91E-19
lymphocyte,rest,8,ENSG00000148671,9.561066,6.922567,1.17E-21,2.49E-18
lymphocyte,rest,9,ENSG00000133800,9.433266,11.503919,3.98E-21,7.08E-18
lymphocyte,rest,10,ENSG00000120885,9.431214,7.003197,4.05E-21,7.08E-18
lymphocyte,rest,11,ENSG00000225201,9.05747,4.1328244,1.34E-19,2.14E-16
lymphocyte,rest,12,ENSG00000110841,9.005217,8.774383,2.15E-19,3.18E-16
lymphocyte,rest,13,ENSG00000163453,8.740626,7.563581,2.32E-18,3.18E-15
lymphocyte,rest,14,ENSG00000288297,8.685054,9.257619,3.79E-18,4.85E-15
lymphocyte,rest,15,ENSG00000010278,8.5342045,4.873051,1.41E-17,1.69E-14
lymphocyte,rest,16,ENSG00000169908,8.43579,6.239693,3.29E-17,3.72E-14
lymphocyte,rest,17,ENSG00000118257,8.264184,7.4082546,1.41E-16,1.50E-13
lymphocyte,rest,18,ENSG00000204592,8.15865,3.5893922,3.39E-16,3.25E-13
lymphocyte,rest,19,ENSG00000105974,8.144773,6.5746083,3.80E-16,3.48E-13
lymphocyte,rest,20,ENSG00000085063,8.134876,5.2039175,4.12E-16,3.60E-13
lymphocyte,rest,21,ENSG00000182718,7.885794,3.8206682,3.13E-15,2.61E-12
lymphocyte,rest,22,ENSG00000206493,7.852668,3.5485692,4.07E-15,3.26E-12
lymphocyte,rest,23,ENSG00000167460,7.8362556,4.665146,4.64E-15,3.57E-12
lymphocyte,rest,24,ENSG00000131016,7.6945777,7.806328,1.42E-14,1.01E-11
lymphocyte,rest,25,ENSG00000122786,7.2571754,6.6834035,3.95E-13,2.62E-10
lymphocyte,rest,26,ENSG00000112769,7.186819,8.219764,6.63E-13,4.25E-10
lymphocyte,rest,27,ENSG00000103769,7.0423055,5.5937467,1.89E-12,1.17E-09
lymphocyte,rest,28,ENSG00000169756,6.8980336,5.282294,5.27E-12,3.07E-09
lymphocyte,rest,29,ENSG00000177469,6.873777,5.488142,6.25E-12,3.53E-09
lymphocyte,rest,30,ENSG00000026025,6.864545,3.9105961,6.67E-12,3.66E-09
lymphocyte,rest,31,ENSG00000134531,6.6685014,5.1493855,2.58E-11,1.34E-08
lymphocyte,rest,32,ENSG00000197747,6.651606,3.275956,2.90E-11,1.47E-08
lymphocyte,rest,33,ENSG00000184113,6.630125,8.543419,3.35E-11,1.65E-08
lymphocyte,rest,34,ENSG00000117519,6.5665274,5.834217,5.15E-11,2.47E-08
lymphocyte,rest,35,ENSG00000117707,6.5115576,10.190596,7.44E-11,3.40E-08
lymphocyte,rest,36,ENSG00000142192,6.421953,5.34809,1.35E-10,6.01E-08
lymphocyte,rest,37,ENSG00000115306,6.321729,4.960586,2.59E-10,1.13E-07
lymphocyte,rest,38,ENSG00000182809,6.111385,5.3145256,9.88E-10,4.04E-07
lymphocyte,rest,39,ENSG00000148700,6.108006,5.156195,1.01E-09,4.04E-07
lymphocyte,rest,40,ENSG00000134352,5.9470196,4.5617404,2.73E-09,9.90E-07
lymphocyte,rest,41,ENSG00000178980,5.875698,3.9990816,4.21E-09,1.50E-06
lymphocyte,rest,42,ENSG00000235505,5.7720947,7.87648,7.83E-09,2.73E-06
lymphocyte,rest,43,ENSG00000115380,5.7160997,4.796216,1.09E-08,3.74E-06
lymphocyte,rest,44,ENSG00000116667,5.6660175,5.2298746,1.46E-08,4.92E-06
lymphocyte,rest,45,ENSG00000091986,5.6474934,6.181311,1.63E-08,5.39E-06
lymphocyte,rest,46,ENSG00000175899,5.642847,4.9319663,1.67E-08,5.44E-06
lymphocyte,rest,47,ENSG00000114698,5.534598,7.296949,3.12E-08,9.66E-06
lymphocyte,rest,48,ENSG00000117632,5.5228314,4.379215,3.34E-08,1.00E-05
lymphocyte,rest,49,ENSG00000184203,5.508833,4.6874337,3.61E-08,1.07E-05
lymphocyte,rest,50,ENSG00000068001,5.498997,7.024074,3.82E-08,1.11E-05
lymphocyte,rest,51,ENSG00000261371,5.48705,4.215988,4.09E-08,1.17E-05
lymphocyte,rest,52,ENSG00000150687,5.385378,5.793952,7.23E-08,2.04E-05
lymphocyte,rest,53,ENSG00000111145,5.3570786,5.246754,8.46E-08,2.29E-05
lymphocyte,rest,54,ENSG00000166741,5.339097,4.388011,9.34E-08,2.49E-05
lymphocyte,rest,56,ENSG00000096696,5.2283134,4.969511,1.71E-07,4.32E-05
lymphocyte,rest,57,ENSG00000101938,5.221797,6.5108223,1.77E-07,4.42E-05
lymphocyte,rest,58,ENSG00000177700,5.1391916,3.1018045,2.76E-07,6.65E-05
lymphocyte,rest,59,ENSG00000234745,5.1385884,3.1689003,2.77E-07,6.65E-05
lymphocyte,rest,60,ENSG00000255508,5.0853086,2.4069004,3.67E-07,8.60E-05
lymphocyte,rest,61,ENSG00000124172,5.0757747,2.0980818,3.86E-07,8.93E-05
lymphocyte,rest,62,ENSG00000102271,5.0330544,9.258464,4.83E-07,0.000109073
lymphocyte,rest,63,ENSG00000163762,5.0240035,8.921263,5.06E-07,0.000113015
lymphocyte,rest,64,ENSG00000129422,4.968672,4.1462646,6.74E-07,0.000145476
lymphocyte,rest,65,ENSG00000115414,4.927701,3.979,8.32E-07,0.000175603
lymphocyte,rest,66,ENSG00000166710,4.8959627,1.2003709,9.78E-07,0.000204222
lymphocyte,rest,67,ENSG00000085871,4.8213825,4.585781,1.43E-06,0.000284511
lymphocyte,rest,68,ENSG00000135218,4.8198137,4.710861,1.44E-06,0.000284511
lymphocyte,rest,69,ENSG00000153993,4.7807136,7.853555,1.75E-06,0.000342325
lymphocyte,rest,70,ENSG00000185787,4.7340107,2.512821,2.20E-06,0.000422774
lymphocyte,rest,71,ENSG00000017427,4.6266665,6.272397,3.72E-06,0.000699697
lymphocyte,rest,72,ENSG00000186468,4.6085644,1.0244814,4.05E-06,0.000748773
lymphocyte,rest,73,ENSG00000157654,4.589256,4.1038866,4.45E-06,0.00080598
lymphocyte,rest,74,ENSG00000175745,4.4893937,6.751405,7.14E-06,0.001282067
lymphocyte,rest,75,ENSG00000143774,4.450354,3.3533053,8.57E-06,0.001510559
lymphocyte,rest,77,ENSG00000002586,4.3970137,3.2037323,1.10E-05,0.001849006
lymphocyte,rest,78,ENSG00000150054,4.3923674,5.1028714,1.12E-05,0.001872551
lymphocyte,rest,79,ENSG00000185201,4.362258,2.678864,1.29E-05,0.002131319
lymphocyte,rest,80,ENSG00000123416,4.342889,2.4844117,1.41E-05,0.002308352
lymphocyte,rest,81,ENSG00000178878,4.325149,4.4431677,1.52E-05,0.002424764
lymphocyte,rest,82,ENSG00000079819,4.3246665,4.543189,1.53E-05,0.002424764
lymphocyte,rest,83,ENSG00000105971,4.318331,4.086831,1.57E-05,0.002474957
lymphocyte,rest,85,ENSG00000227715,4.2864714,2.2061586,1.82E-05,0.002811722
lymphocyte,rest,86,ENSG00000235657,4.2719293,2.1932094,1.94E-05,0.002977528
lymphocyte,rest,87,ENSG00000183311,4.248578,3.0791147,2.15E-05,0.003253402
lymphocyte,rest,88,ENSG00000157554,4.2344584,6.2084765,2.29E-05,0.00343762
lymphocyte,rest,89,ENSG00000152818,4.1936088,3.197831,2.75E-05,0.004087627
lymphocyte,rest,90,ENSG00000283196,4.1046677,5.274692,4.05E-05,0.005936212
lymphocyte,rest,91,ENSG00000120279,4.0939274,6.641085,4.24E-05,0.006171051
lymphocyte,rest,92,ENSG00000100316,4.052112,1.1887245,5.08E-05,0.007329669
lymphocyte,rest,93,ENSG00000110092,4.0290623,3.7073565,5.60E-05,0.007908325
lymphocyte,rest,94,ENSG00000152661,4.018925,4.191288,5.85E-05,0.00819609
lymphocyte,rest,95,ENSG00000174099,4.0078225,5.877813,6.13E-05,0.008491197
lymphocyte,rest,96,ENSG00000128567,4.0071588,5.8614197,6.15E-05,0.008491197
lymphocyte,rest,97,ENSG00000170365,3.9962978,5.735849,6.43E-05,0.008711192
lymphocyte,rest,98,ENSG00000050165,3.9960563,5.807196,6.44E-05,0.008711192
lymphocyte,rest,99,ENSG00000150093,3.9777734,2.512506,6.96E-05,0.009342927
mast cell,rest,0,ENSG00000163751,25.454224,12.67013,6.34E-143,1.22E-138
mast cell,rest,1,ENSG00000197253,25.407633,13.192058,2.08E-142,1.99E-138
mast cell,rest,2,ENSG00000172236,25.260252,13.016784,8.74E-141,5.59E-137
mast cell,rest,3,ENSG00000163106,20.896828,10.681573,5.72E-97,2.75E-93
mast cell,rest,4,ENSG00000149534,20.018684,11.013991,3.79E-89,1.45E-85
mast cell,rest,5,ENSG00000155307,19.861607,8.26597,8.75E-88,2.80E-84
mast cell,rest,6,ENSG00000135046,19.489532,4.900379,1.35E-84,3.70E-81
mast cell,rest,7,ENSG00000116741,18.376997,7.305811,2.01E-75,4.82E-72
mast cell,rest,8,ENSG00000122862,18.208035,6.1657324,4.46E-74,9.51E-71
mast cell,rest,9,ENSG00000090104,17.995943,7.86952,2.10E-72,4.03E-69
mast cell,rest,10,ENSG00000026025,17.681429,4.763548,5.83E-70,1.02E-66
mast cell,rest,11,ENSG00000157404,17.30031,9.732284,4.68E-67,7.49E-64
mast cell,rest,12,ENSG00000140287,16.119144,8.612747,1.87E-58,2.77E-55
mast cell,rest,13,ENSG00000165646,16.067396,9.415912,4.32E-58,5.92E-55
mast cell,rest,14,ENSG00000127074,15.999844,9.22651,1.28E-57,1.64E-54
mast cell,rest,15,ENSG00000187514,15.828238,1.8503803,1.99E-56,2.39E-53
mast cell,rest,16,ENSG00000110848,15.619574,7.20378,5.36E-55,6.05E-52
mast cell,rest,17,ENSG00000179348,14.863278,9.0272045,5.71E-50,6.09E-47
mast cell,rest,18,ENSG00000109475,14.498321,1.3238251,1.24E-47,1.19E-44
mast cell,rest,19,ENSG00000164120,14.401874,6.9355307,5.04E-47,4.61E-44
mast cell,rest,20,ENSG00000120885,14.262689,5.897607,3.74E-46,3.26E-43
mast cell,rest,21,ENSG00000068366,14.098592,5.6598153,3.87E-45,3.10E-42
mast cell,rest,22,ENSG00000213741,13.784307,1.4474565,3.17E-43,2.43E-40
mast cell,rest,23,ENSG00000110002,13.653088,7.4109435,1.94E-42,1.43E-39
mast cell,rest,24,ENSG00000132475,13.426009,2.3921027,4.26E-41,3.03E-38
mast cell,rest,25,ENSG00000263961,13.066537,8.993206,5.11E-39,3.51E-36
mast cell,rest,26,ENSG00000198763,12.60386,2.5148175,2.01E-36,1.33E-33
mast cell,rest,27,ENSG00000280831,12.195903,1.6385113,3.27E-34,2.09E-31
mast cell,rest,28,ENSG00000177954,12.078234,1.1042223,1.38E-33,8.53E-31
